KN_CHARGEATK	250	250	250	250	250	250	250	250	250	250
LK_SPIRALPIERCE	150	250	350	450	500	500	500	500	500	500
MA_CHARGEARROW	750	750	750	750	750	750	750	750	750	750
MA_SHARPSHOOTING	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
MER_DECAGI	800	800	800	800	800	800	800	800	800	800
MER_MAGNIFICAT	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200
MG_COLDBOLT	640	960	1280	1600	1920	2100	1560	2880	3200	3520
MG_ENERGYCOAT	0	0	0	0	0	0	0	0	0	0
MG_FIREBALL	1280	1280	1280	1280	1280	800	800	800	800	800
MG_FIREBOLT	640	960	1280	1600	1920	2100	1560	2880	3200	3520
MG_FIREWALL	1600	1440	1280	1120	960	880	800	720	640	560
MG_FROSTDIVER	640	640	640	640	640	640	640	640	640	640
MG_LIGHTNINGBOLT	640	960	1280	1600	1920	2100	1560	2880	3200	3520
MG_NAPALMBEAT	400	400	400	400	400	400	400	400	400	400
MG_SAFETYWALL	3200	2880	2560	2240	1920	1600	1280	960	640	320
MG_SOULSTRIKE	400	400	400	400	400	400	400	400	400	400
MG_STONECURSE	800	800	800	800	800	800	800	800	800	800
MG_THUNDERSTORM	640	1280	1920	2560	3200	3840	4480	5120	5760	6400
ML_BRANDISH	350	350	350	350	350	350	350	350	350	350
ML_DEVOTION	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500
ML_SPIRALPIERCE	150	250	350	450	500	500	500	500	500	500
MO_ABSORBSPIRITS	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
MO_CALLSPIRITS	500	500	500	500	500	500	500	500	500	500
MO_EXTREMITYFIST	2000	1750	1500	1250	1000	500	1000	1000	1000	1000
MO_FINGEROFFENSIVE	500	500	500	500	500	500	500	500	500	500
MO_INVESTIGATE	500	500	500	500	500	500	500	500	500	500
MO_KITRANSLATION	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
MO_STEELBODY	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
MS_BOWLINGBASH	400	400	400	400	400	400	400	400	400	400
NJ_BAKUENRYU	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400
NJ_BUNSINJYUTSU	3200	2800	2400	2000	1600	1200	800	800	800	800
NJ_HUUJIN	800	1200	1600	2000	2400	2800	3200	3600	4000	4400
NJ_HUUMA	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400
NJ_HYOUSENSOU	560	1120	1680	2240	2800	3360	3840	4480	5040	5600
NJ_HYOUSYOURAKU	1600	2000	2400	2800	3200	3200	3200	3200	3200	3200
NJ_KAENSIN	4800	4400	4000	3600	3200	2800	2400	2000	1600	1200
NJ_KAMAITACHI	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200
NJ_KOUENKA	560	1120	1680	2240	2800	3360	3840	4480	5040	5600
NJ_NEN	4000	3200	2400	1600	800	800	800	800	800	800
NJ_RAIGEKISAI	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200
NJ_SUITON	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400
PA_PRESSURE	1600	1600	1600	1600	1600	1600	1600	1600	1600	1600
PA_SHIELDCHAIN	800	800	800	800	800	800	800	800	800	800
PF_DOUBLECASTING	1600	1600	1600	1600	1600	1600	1600	1600	1600	1600
PF_MEMORIZE	0	0	0	0	0	0	0	0	0	0
PF_SOULCHANGE	0	0	0	0	0	0	0	0	0	0
PR_KYRIE	1600	1600	1600	1600	1600	1600	1600	1600	1600	1600
PR_MAGNIFICAT	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200
PR_MAGNUS	12000	12000	12000	12000	12000	12000	12000	12000	12000	12000
PR_REDEMPTIO	3200	3200	3200	3200	3200	3200	3200	3200	3200	3200
PR_SANCTUARY	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
PR_TURNUNDEAD	800	800	800	800	800	800	800	800	800	800
RG_STRIPARMOR	560	720	880	1140	1200	1200	1200	1200	1200	1200
RG_STRIPHELM	560	720	880	1140	1200	1200	1200	1200	1200	1200
RG_STRIPSHIELD	560	720	880	1140	1200	1200	1200	1200	1200	1200
RG_STRIPWEAPON	560	720	880	1140	1200	1200	1200	1200	1200	1200
SA_AUTOSPELL	0	0	0	0	0	0	0	0	0	0
SA_DELUGE	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
SA_DISPELL	1600	1600	1600	1600	1600	1600	1600	1600	1600	1600
SA_ELEMENTFIRE	0	0	0	0	0	0	0	0	0	0
SA_ELEMENTGROUND	0	0	0	0	0	0	0	0	0	0
SA_ELEMENTWATER	0	0	0	0	0	0	0	0	0	0
SA_ELEMENTWIND	0	0	0	0	0	0	0	0	0	0
SA_FLAMELAUNCHER	0	0	0	0	0	0	0	0	0	0
SA_FROSTWEAPON	0	0	0	0	0	0	0	0	0	0
SA_LANDPROTECTOR	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
SA_LIGHTNINGLOADER	0	0	0	0	0	0	0	0	0	0
SA_SEISMICWEAPON	0	0	0	0	0	0	0	0	0	0
SA_SPELLBREAKER	560	560	560	560	560	560	560	560	560	560
SA_VIOLENTGALE	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
SA_VOLCANO	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
SG_FEEL	0	0	0	0	0	0	0	0	0	0
SG_HATE	0	0	0	0	0	0	0	0	0	0
SL_ALCHEMIST	0	0	0	0	0	0	0	0	0	0
SL_ASSASIN	0	0	0	0	0	0	0	0	0	0
SL_BARDDANCER	0	0	0	0	0	0	0	0	0	0
SL_BLACKSMITH	0	0	0	0	0	0	0	0	0	0
SL_COLLECTOR	0	0	0	0	0	0	0	0	0	0
SL_CRUSADER	0	0	0	0	0	0	0	0	0	0
SL_DEATHKNIGHT	0	0	0	0	0	0	0	0	0	0
SL_GUNNER	0	0	0	0	0	0	0	0	0	0
SL_HIGH	0	0	0	0	0	0	0	0	0	0
SL_HUNTER	0	0	0	0	0	0	0	0	0	0
SL_KAITE	4800	4400	4000	3600	3200	2800	2400	2400	2400	2400
SL_KAIZEL	3600	3200	2800	2400	2000	2000	2000	2000	2000	2000
SL_KAUPE	400	400	400	400	400	400	400	400	400	400
SL_KNIGHT	0	0	0	0	0	0	0	0	0	0
SL_MONK	0	0	0	0	0	0	0	0	0	0
SL_NINJA	0	0	0	0	0	0	0	0	0	0
SL_PRIEST	0	0	0	0	0	0	0	0	0	0
SL_ROGUE	0	0	0	0	0	0	0	0	0	0
SL_SAGE	0	0	0	0	0	0	0	0	0	0
SL_SKA	2400	1600	800	800	800	800	800	800	800	800
SL_SKE	2400	1600	800	800	800	800	800	800	800	800
SL_SMA	1600	1600	1600	1600	1600	1600	1600	1600	1600	1600
SL_SOULLINKER	0	0	0	0	0	0	0	0	0	0
SL_STAR	800	800	800	800	800	800	800	800	800	800
SL_STIN	80	80	80	80	80	80	80	80	80	80
SL_STUN	80	80	80	80	80	80	80	80	80	80
SL_SUPERNOVICE	0	0	0	0	0	0	0	0	0	0
SL_SWOO	800	800	800	800	800	800	800	800	800	800
SL_WIZARD	0	0	0	0	0	0	0	0	0	0
SN_FALCONASSAULT	500	500	500	500	500	500	500	500	500	500
SN_SHARPSHOOTING	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
SN_WINDWALK	1500	1800	2100	2400	2700	3000	3300	3600	3900	4200
ST_CHASEWALK	500	500	500	500	500	500	500	500	500	500
ST_PRESERVE	0	0	0	0	0	0	0	0	0	0
TF_PICKSTONE	0	0	0	0	0	0	0	0	0	0
TK_HIGHJUMP	2500	2000	1500	1000	500	500	500	500	500	500
TK_MISSION	0	0	0	0	0	0	0	0	0	0
TK_RUN	3000	2500	2000	1500	100	500	0	0	0	0
WE_BABY	0	0	0	0	0	0	0	0	0	0
WE_FEMALE	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500
WE_MALE	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500
WS_CREATECOIN	0	0	0	0	0	0	0	0	0	0
WS_CREATENUGGET	0	0	0	0	0	0	0	0	0	0
WS_MELTDOWN	0	0	0	0	0	0	0	0	0	0
WZ_EARTHSPIKE	448	896	1344	1792	2240	2240	2240	2240	2240	2240
WZ_FIREPILLAR	1920	1728	1536	1344	1152	960	768	576	384	192
WZ_FROSTNOVA	640	640	576	576	512	512	448	448	384	384
WZ_HEAVENDRIVE	640	1280	1920	2560	3200	3200	3200	3200	3200	3200
WZ_JUPITEL	1600	1920	2240	2560	2880	3200	3520	3840	4160	4480
WZ_METEOR	9600	9600	9600	9600	9600	9600	9600	9600	9600	9600
WZ_SIGHTBLASTER	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280
WZ_SIGHTRASHER	320	320	320	320	320	320	320	320	320	320
WZ_STORMGUST	3840	4480	5120	5760	6400	7040	7680	8320	8960	9600
WZ_VERMILION	9600	9280	8960	8640	8320	8000	7680	7360	7040	6720
WZ_WATERBALL	640	1280	1920	2560	3200	3200	3200	3200	3200	3200
